Name,Region,Image,IsDisbanded,RenamedTo,IsLowercase,Short,OverviewPage
Kx.Cash,China,https://lol.fandom.com/wiki/Special:Redirect/file/Kx.Cash logo.jpg,1,,0,KXC,Kx.Cash
Kx.Happy,China,https://lol.fandom.com/wiki/Special:Redirect/file/Kx logo 2015.png,1,Revenger (Chinese Team),0,KXH,Kx.Happy
L’art de la Guerre,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/L’art de la Guerrelogo square.png,0,,0,ART,L’art de la Guerre
Labradoodle 9,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Labradoodle 9logo square.png,1,,0,LAB9,Labradoodle 9
Lachende Gerdas,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Unknown Infobox Image - Team.png,1,,0,LACH,Lachende Gerdas
Lamasticrew,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Lamasticrewlogo square.png,1,,0,Lama,Lamasticrew
LanCraft,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/LanCraftlogo square.png,1,,0,LAN,LanCraft
Lanomania,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Lanomanialogo square.png,1,,0,LMA,Lanomania
LanXiang Gaming,China,https://lol.fandom.com/wiki/Special:Redirect/file/LanXiang Gaminglogo square.png,1,,0,LX,LanXiang Gaming
LaoPengYou,China,https://lol.fandom.com/wiki/Special:Redirect/file/LaoPengYoulogo square.png,1,,0,LPY,LaoPengYou
Laranja Mecânica,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Laranja Mecânicalogo square.png,1,,0,LMEC,Laranja Mecânica
Laranja Mecânica Ignis,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Laranja Mecânica Ignislogo square.png,1,,0,LMEC.I,Laranja Mecânica Ignis
Large,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Large (North American Team)logo square.png,1,,0,LRG,Large (North American Team)
Last Group,LAS,https://lol.fandom.com/wiki/Special:Redirect/file/Last Grouplogo square.png,1,,0,LG,Last Group
Last Kings,LAS,https://lol.fandom.com/wiki/Special:Redirect/file/Last Kingslogo square.png,1,,0,LK,Last Kings
Last Resistance,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Last Resistancelogo square.png,1,,0,LR,Last Resistance
Laughing Coffins,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Laughing Coffinslogo square.png,1,,0,LC,Laughing Coffins
Lazy In Life,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Lazy In Lifelogo square.png,0,,0,LAZY,Lazy In Life
LBS Esports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/LBS Esportslogo square.png,1,,0,LBS,LBS Esports
LCVS Fighting (立志猩勢力),Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/LCVS Fightinglogo square.png,1,,0,LCVS,LCVS Fighting
LD50 Gaming,Japan,https://lol.fandom.com/wiki/Special:Redirect/file/LD50 logo.png,1,,0,LD50,LD50 Gaming
LDLC OL,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/LDLC OLlogo profile.png,1,,0,LDLC,LDLC OL
LDM Esports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/LDM Esportslogo profile.png,1,,0,LDM,LDM Esports
LDM Mexico,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/LDM Mexicologo square.png,1,,0,LDM,LDM Mexico
LDN UTD,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/LDN UTDlogo square.png,1,,0,LDNU,LDN UTD
LDN UTD Ice,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/LDN UTD Icelogo square.png,1,,0,LDNU.I,LDN UTD Ice
LEC Kings,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/LEC Kingslogo square.png,1,,0,RITO,LEC Kings
Legacy Esports,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Legacy Esportslogo profile.png,1,,0,LGC,Legacy Esports
Legacy Genesis,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Legacy_Genesislogo_square.png,1,,0,LGG,Legacy Genesis
Legatum,LAS,https://lol.fandom.com/wiki/Special:Redirect/file/Legatumlogo square.png,1,,0,LGT,Legatum
Legend Dragon,China,https://lol.fandom.com/wiki/Special:Redirect/file/LDG logo new.png,1,,0,LD,Legend Dragon
Legend Dragon Academy,China,https://lol.fandom.com/wiki/Special:Redirect/file/Legend Dragon Academylogo square.png,1,,0,LDA,Legend Dragon Academy
Legend Esport Gaming,China,https://lol.fandom.com/wiki/Special:Redirect/file/Legend Esport Gaminglogo square.png,1,,0,LEG,Legend Esport Gaming
Legendary,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Legendarylogo square.png,1,,0,LDY,Legendary
LegendsBR,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/LBR logo.png,1,,0,LBR,LegendsBR
Legion Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Legion Gaming (European Team)logo square.png,1,,0,LG,Legion Gaming (European Team)
Legion Gaming,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Legion Gaminglogo square.png,1,,0,LGN,Legion Gaming (Oceanic Team)
Lemondogs,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/lemondogslogo2.png,1,,0,LD,Lemondogs
Lemondogs Argentina,LAS,https://lol.fandom.com/wiki/Special:Redirect/file/Lemondogslogo square.png,1,,0,LD ARG,Lemondogs Argentina
Lenovo Legion Honvéd,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Lenovo Legion Honvédlogo square.png,0,,0,LLH,Lenovo Legion Honvéd
Leões Porto Salvo Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Leões Porto Salvo Esportslogo square.png,0,,0,LPS,Leões Porto Salvo Esports
Levante UD Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Levante UD Esportslogo square.png,1,,0,LUD,Levante UD Esports
Level One,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Level Onelogo square.png,1,,0,Lv1,Level One
Level Up esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Level Up esportslogo square.png,1,,0,LVL,Level Up esports
Leviatan,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Leviatanlogo profile.png,0,,0,LEV,Leviatan
Leviatan Esports Chile,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Leviatan Esportslogo profile.png,1,,0,LEV,Leviatan Esports Chile
Leviathans,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Leviathanslogo square.png,1,,0,LVT,Leviathans
LGD Gaming,China,https://lol.fandom.com/wiki/Special:Redirect/file/LGD_logo.png,0,,0,LGD,LGD Gaming
LGD Gaming Young Team,China,https://lol.fandom.com/wiki/Special:Redirect/file/LGD Gaming Young Teamlogo square.png,0,,0,LGD.Y,LGD Gaming Young Team
Liberty,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Libertylogo profile.png,1,,0,LBR,Liberty
Liberty Academy,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Liberty Academylogo square.png,1,,0,LBR.A,Liberty Academy
Liberty Zeal Queue,China,https://lol.fandom.com/wiki/Special:Redirect/file/Liberty Zeal Queuelogo profile.png,1,,0,LZQ,Liberty Zeal Queue
Life Support,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Life Supportlogo square.png,1,,0,LFS,Life Support
Liiv SANDBOX,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Liiv SANDBOXlogo profile.png,1,FearX,0,LSB,Liiv SANDBOX
Liiv SANDBOX Academy,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Liiv SANDBOXlogo profile.png,1,FearX Academy,0,LSB.A,Liiv SANDBOX Academy
Liiv SANDBOX Youth,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Liiv SANDBOXlogo profile.png,1,FearX Youth,0,LSB.Y,Liiv SANDBOX Youth
Lille Esport,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Lille Esportlogo square.png,0,,0,LIL,Lille Esport
LinG,China,https://lol.fandom.com/wiki/Special:Redirect/file/LinG_logo.png,1,,0,LNG,LinG
LinGan e-Sports,China,https://lol.fandom.com/wiki/Special:Redirect/file/LinGan e-Sportslogo profile.png,1,,0,LGE,LinGan e-Sports
Lionscreed,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Lionscreedlogo square.png,1,,0,LC,Lionscreed
LionsCreed Baltics,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/LionsCreed Balticslogo square.png,1,,0,LC,LionsCreed Baltics
Lionscreed Lionesses,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Lionscreed Lionesseslogo square.png,1,,0,LC.L,Lionscreed Lionesses
LiT Esports,North America,https://lol.fandom.com/wiki/Special:Redirect/file/LiT Esportslogo square.png,1,,0,LIT,LiT Esports
LIT Team (黎明企鵝),Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/LIT Teamlogo square.png,0,,0,LIT,LIT Team
Little Hippo,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Unknown Infobox Image - Team.png,1,,0,LITT,Little Hippo
Little Wraith,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Little_Wraith.jpg,1,,0,LW,Little Wraith
Live Gaming Ascension,LAS,https://lol.fandom.com/wiki/Special:Redirect/file/Live Gaming Ascensionlogo square.png,1,Beast Mode,0,LGA,Live Gaming Ascension
Liyab Esports,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Liyab Esportslogo square.png,1,,0,LYB,Liyab Esports
LK Gaming,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/LK Gaminglogo square.png,1,,0,LK,LK Gaming
LMQ,North America,https://lol.fandom.com/wiki/Special:Redirect/file/LMQlogo square.png,1,Team Impulse,0,LMQ,LMQ
LNG Academy,China,https://lol.fandom.com/wiki/Special:Redirect/file/LNG Academylogo square.png,0,,0,LNG.A,LNG Academy
LNG Esports,China,https://lol.fandom.com/wiki/Special:Redirect/file/LNG Esportslogo square.png,0,,0,LNG,LNG Esports
Lobstar,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Lobstarlogo square.png,0,,0,LOB,Lobstar
LODIS,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/LODIS (Polish Team)logo square.png,0,,0,LDS,LODIS (Polish Team)
LODIS Academy,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/LODIS Academylogo square.png,0,,0,LDSA,LODIS Academy
Logi-A Team,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/LAT logo.png,1,,0,LAT,Logi-A Team
Login Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Login Esportslogo square.png,1,,0,LGN,Login Esports
Logitech G Snipers,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/Log S logo.png,1,,0,LGS,Logitech G Snipers
logiX,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Logix.jpg,1,,1,logiX,LogiX
LoL Academia,LAN,https://lol.fandom.com/wiki/Special:Redirect/file/LoL Academialogo square.png,1,,0,LAE,LoL Academia
LOLQ Tempest,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/LOLQtempest.jpg,1,Xenics Storm,0,Tempest,Tempest
London Esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/London Esportslogo square.png,1,,0,LDN,London Esports
Longzhu Gaming,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/LongZhu Gaminglogo square.png,1,,0,LZ,Longzhu Gaming
Looking for ORG,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Looking for ORG (Turkish Team)logo square.png,1,,0,LFO,Looking for ORG (Turkish Team)
Los Grandes,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Los Grandeslogo square.png,0,,0,LOS,Los Grandes
Los Grandes Academy,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Los Grandes Academylogo square.png,0,,0,LOS.A,Los Grandes Academy
Los Heretics,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Los Hereticslogo square.png,0,,0,HRTS,Los Heretics
Los Leones de Badajoz,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Losleonesdebadajozquare.png,1,,0,LOS,Los Leones de Badajoz
Los Ratones,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Los Ratoneslogo square.png,0,,0,LR,Los Ratones
Lost Draft,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Unknown Infobox Image - Team.png,1,Bawk Bawk,0,LOST,Lost Draft
Lost Esports,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/Lost Esportslogo profile.png,1,,0,LE,Lost Esports
Loto Gaming,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Loto Gaminglogo square.png,1,,0,LTG,Loto Gaming
LOTUS,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/LOTUS (Brazilian Team)logo square.png,0,,0,LTS,LOTUS (Brazilian Team)
Lotus,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Lotus (North American Team)logo square.png,0,,0,LTS,Lotus (North American Team)
Lotus Bloom,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Lotus Bloomlogo square.png,1,,0,LBL,Lotus Bloom
Lotus Esports,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Lotus Esports (2019 North American Team)logo square.png,1,,0,LTS,Lotus Esports (2019 North American Team)
Lotus Exiles,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Lotus Exileslogo square.png,1,,0,LE,Lotus Exiles
Lotus Gaming,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Lotus Gaming (European Team)logo square.png,1,,0,LTG,Lotus Gaming (European Team)
Lotus Knights,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Lotus Knightslogo square.png,1,,0,LK,Lotus Knights
LOUD,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/LOUDlogo profile.png,0,,0,LOUD,LOUD
LOUD Academy,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/LOUDlogo profile.png,1,,0,LLL.A,LOUD Academy
Louisiana State University,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Louisiana State Universitylogo square.png,0,,0,LSU,Louisiana State University
Lourdes University,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Lourdes Universitylogo square.png,0,,0,LU,Lourdes University
Low Pressur3 Gaming,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Low Pressur3 Gaminglogo square.png,1,,0,LP3,Low Pressur3 Gaming
Low Priority,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Low Priority2.png,1,,0,Low P,Low Priority
Lowkey Esports,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Lowkey Esportslogo square.png,1,,0,LK,Lowkey Esports
Lowkey Esports.Vietnam,Vietnam,https://lol.fandom.com/wiki/Special:Redirect/file/Lowkey Esports.Vietnamlogo square.png,1,,0,LK,Lowkey Esports.Vietnam
LowLandLions,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/LowLandLionslogo square.png,1,,0,LION,LowLandLions
LowLandLions.Black,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/LowLandLions2011logo square.png,1,,0,LLL.B,LowLandLions.Black
LowLandLions.White,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/LowLandLions2011logo square.png,1,,0,LLL.W,LowLandLions.White
LP Gaming,Vietnam,https://lol.fandom.com/wiki/Special:Redirect/file/LP Gaminglogo square.png,1,,0,LPG,LP Gaming
LUA Gaming,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/LUA Gaminglogo square.png,0,,0,LUA,LUA Gaming
Lublin Shore,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Lublin Shorelogo square.png,1,,0,LBS,Lublin Shore
Lucent Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Lucent Esportslogo square.png,1,,0,LCT,Lucent Esports
Lucky Esports,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Lucky Esportslogo square.png,1,Aqualix Esports.NA,0,LKY,Lucky Esports
LUL Esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/LUL Esportslogo square.png,1,,0,LUL,LUL Esports
Luminosity Gaming,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Luminosity Gaminglogo profile.png,0,,0,LG,Luminosity Gaming
Luminox Planet,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Luminox Planetlogo square.png,1,,0,LP,Luminox Planet
Lunary,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Lunarylogo square.png,1,,0,LNY,Lunary
Lundqvist Lightside,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Lundqvist Lightsidelogo square.png,0,,0,LLS,Lundqvist Lightside
Lupus Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Lupus Esportslogo square.png,0,,0,LUP,Lupus Esports
Luxor Gaming,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Luxor Gaminglogo profile.png,1,,0,LXG,Luxor Gaming
Luxury Esports,Vietnam,https://lol.fandom.com/wiki/Special:Redirect/file/Luxury Esportslogo square.png,1,,0,LX,Luxury Esports
Lycos eSports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Lycos Esportslogo square.png,1,,0,LYC,Lycos eSports
Lynch Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Lynch Esportslogo square.png,1,,0,LY,Lynch Esports
Lynx,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Lynxlogo square.png,1,,0,LX,Lynx (Oceanic Team)
LYON,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/LYON (2024 American Team)logo profile.png,0,,0,LYON,LYON (2024 American Team)
LYON Academy,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/LYON Academylogo profile.png,0,,0,LYN.A,LYON Academy
Lyon Gaming,LAN,https://lol.fandom.com/wiki/Special:Redirect/file/Lyon Gaminglogo profile.png,1,Rainbow7,0,LYN,Lyon Gaming (2013 Latin American Team)
Lyon Gaming,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Lyon Gaminglogo profile.png,1,,0,Lyon,Lyon Gaming (2017 Latin America North Team)
M19,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/M19logo square.png,1,,0,M19,M19
Macao Esports,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/Macao Esportslogo square.png,1,,0,MOE,Macao Esports
Machi 17,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/Machi_17_logo.png,1,,0,Machi 17,Machi 17
Machi Crew,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/Machi Crew_logo.png,1,,0,MC,Machi Crew
Machi Esports,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Machi Esportslogo profile.png,1,,0,MCX,Machi Esports
MachiX,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/MachiXlogo square.png,1,,0,MCX,MachiX
Macko Academy,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Macko Academylogo square.png,1,,0,MCK.A,Macko Academy
Macko Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Macko Esportslogo square.png,1,,0,MCK,Macko Esports
Macro Maniacs,Turkey,https://lol.fandom.com/wiki/Special:Redirect/file/Macro Maniacslogo square.png,1,,0,MCM,Macro Maniacs
Mad Dragon,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/Unknown Infobox Image - Team.png,1,,0,MAD,Mad Dragon
MAD Gaming,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/MAD Gaminglogo square.png,1,,0,MAD,MAD Gaming
MaD Gaming MX,LAN,https://lol.fandom.com/wiki/Special:Redirect/file/MaD Gaming MXlogo square.png,1,,0,MaD MX,MaD Gaming MX
Mad Gods Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/302833_514113985273325_819114531_n.jpg,1,,0,MG,Mad Gods Gaming
Mad Kings,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Mad Kingslogo square.png,1,,0,MKE,Mad Kings
MAD Lions Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/MAD Lions Academylogo square.png,1,,0,MAD.A,MAD Lions Academy
MAD Lions E.C.,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/MAD Lions E.C.logo square.png,1,MAD Lions Madrid,0,MAD,MAD Lions E.C.
MAD Lions E.C. Colombia,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/MAD Lions E.C. Colombialogo square.png,1,,0,MLC,MAD Lions E.C. Colombia
MAD Lions E.C. Mexico,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/MAD Lions E.C. Mexicologo square.png,1,,0,MLM,MAD Lions E.C. Mexico
MAD Lions KOI,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/MAD Lions KOIlogo square.png,1,Movistar KOI,0,MDK,MAD Lions KOI
MAD Lions KOI Female,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/MAD Lions KOI Femalelogo square.png,0,,0,MDK.F,MAD Lions KOI Female
MAD Lions Madrid,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/MAD Lions Madridlogo profile.png,1,,0,MADM,MAD Lions Madrid
Mad Revolution Gaming,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Mad Revolution Gaminglogo square.png,1,,0,MAD,Mad Revolution Gaming
MAD Team,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/MAD Teamlogo square.png,1,,0,MAD,MAD Team
Made in France,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Made in Francelogo square.png,1,,0,MiF,Made in France
Maelstrom Esports,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Maelstrom Esportslogo square.png,0,,0,ME,Maelstrom Esports
Maestro V Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Maestro V Esportslogo square.png,1,,0,MSV,Maestro V Esports
Magaza Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Magaza Esportslogo square.png,0,,0,MGZ,Magaza Esports
Magistra,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Magistralogo square.png,1,,0,MGT,Magistra
Magna Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Magna Esportslogo square.png,1,,0,MGN,Magna Esports
Majestic Lions,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Majestic Lionslogo square.png,1,,0,ML,Majestic Lions
Malvinas Gaming,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Malvinas Gaminglogo square.png,0,,0,MVG,Malvinas Gaming
Malvinas Gaming EU,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Malvinas Gaming EUlogo square.png,0,,0,MVG,Malvinas Gaming EU
MAMMOTH,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/MAMMOTHlogo square.png,1,,0,MEC,MAMMOTH
Mammoth Academy,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Mammoth_Academylogo_square.png,1,,0,MMMA,Mammoth Academy
ManaLight,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/ManaLight.png,1,,0,ML,ManaLight
Manguste AT,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Manguste ATlogo square.png,1,,0,MNG.AT,Manguste AT
Manguste eSports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Manguste eSports Profile.png,1,,0,MNG,Manguste eSports
Manila Eagles,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Manila Eagleslogo square.png,1,,0,MLE,Manila Eagles
Maroon Bells,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Maroon Bellslogo profile.png,1,,0,MB,Maroon Bells
Marvelous Gamers Brotherhood,China,https://lol.fandom.com/wiki/Special:Redirect/file/Marvelous Gamers Brotherhoodlogo square.png,1,,0,MGB,Marvelous Gamers Brotherhood
Maryville University,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Maryville Universitylogo square.png,0,,0,MU,Maryville University
Mashallah Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Unknown Infobox Image - Team.png,1,,0,MASH,Mashallah Gaming
Masonic,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Masoniclogo square.png,1,,0,MSC,Masonic
Master Girl,China,https://lol.fandom.com/wiki/Special:Redirect/file/Master Girl logo.png,1,,0,MG,Master Girl
Master of Chicken Gaming,Japan,https://lol.fandom.com/wiki/Special:Redirect/file/Master of Chicken Gaminglogo square.png,1,,0,MCG,Master of Chicken Gaming
Masters 3,China,https://lol.fandom.com/wiki/Special:Redirect/file/M3 logo.png,1,,0,M3,Masters 3
Maturalni Forsaken Academy,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Maturalni Forsaken Academylogo square.png,1,,0,MFA,Maturalni Forsaken Academy
Maverix,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Maverixlogo square.png,1,,0,MVX,Maverix
MAX,China,https://lol.fandom.com/wiki/Special:Redirect/file/MAX (Chinese Team)logo profile.png,1,,0,MAX,MAX (Chinese Team)
Max Tigers,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Max Tigerslogo square.png,1,,0,MAX,Max Tigers
Maximal,Vietnam,https://lol.fandom.com/wiki/Special:Redirect/file/Maximallogo square.png,1,UTM Esports,0,MAX,Maximal
Maximum impact Gaming Blitz,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/MiG.jpg,1,,0,MIG.B,MiG Blitz
Mayan Esports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Mayan Esportslogo profile.png,1,,0,MYN,Mayan Esports
Maycam Evolve,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Maycam Evolvelogo square.png,1,,0,EV,Maycam Evolve
Maze,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Maze (Brazilian Team)logo square.png,1,,0,MZE,Maze (Brazilian Team)
Maze Gaming,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Maze Gaminglogo square.png,0,,0,MAZ,Maze Gaming
MCES Italia,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/MCES Italialogo profile.png,1,,0,MCES.IT,MCES Italia
MCES Italia Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/MCES Italia Academylogo profile.png,1,,0,MCES.IT,MCES Italia Academy
mCon esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/MCon esportslogo profile.png,0,,1,MCON,MCon esports
mCon esports Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/MCon esports Academylogo square.png,0,,1,MCNA,MCon esports Academy
MD E-sports Club,China,https://lol.fandom.com/wiki/Special:Redirect/file/MD E-sports Clublogo square.png,1,,0,MD,MD E-sports Club
Meat Playground,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Meat Playgroundlogo square.png,1,,0,MP,Meat Playground
Meavedron,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Meavedronlogo square.png,0,,0,MVE,Meavedron
Meavedron Anonymo Master Academy,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Meavedron Anonymo Master Academylogo square.png,0,,0,MAMA,Meavedron Anonymo Master Academy
Medieval Riga,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Medieval Rigalogo profile.png,1,,0,MDVL,Medieval Riga
MeetYourMakers,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/MeetYourMakerslogo square.png,1,,0,MYM,MeetYourMakers
MeetYourMakers.LAN,LAN,https://lol.fandom.com/wiki/Special:Redirect/file/MeetYourMakerslogo square.png,1,,0,MYM,MeetYourMakers.LAN
MeetYourMakers.TR,Turkey,https://lol.fandom.com/wiki/Special:Redirect/file/MeetYourMakerslogo square.png,1,,0,MYM.TR,MeetYourMakers.TR
